datetime_date,datetime_time,mw
2020-10-23,16:00:00,1530.554
2020-10-23,17:00:00,1583.038
2020-10-23,18:00:00,1584.486
2020-10-23,19:00:00,1577.938
2020-10-23,20:00:00,1577.253
2020-10-23,21:00:00,1547.608
2020-10-23,22:00:00,1531.041
2020-10-23,23:00:00,1502.375
2020-10-24,00:00:00,1450.133
2020-10-24,01:00:00,1387.381
2020-10-24,02:00:00,1329.529
2020-10-24,03:00:00,1274.196
2020-10-24,04:00:00,1199.465
2020-10-24,05:00:00,1160.333
2020-10-24,06:00:00,1130.99
2020-10-24,07:00:00,1102.848
2020-10-24,08:00:00,1074.102
2020-10-24,09:00:00,1064.815
2020-10-24,10:00:00,1101.413
2020-10-24,11:00:00,1140.386
2020-10-24,12:00:00,1174.542
2020-10-24,13:00:00,1198.95
2020-10-24,14:00:00,1231.833
2020-10-24,15:00:00,1251.342
2020-10-24,16:00:00,1258.313
2020-10-24,17:00:00,1246.112
2020-10-24,18:00:00,1242.319
2020-10-24,19:00:00,1234.879
2020-10-24,20:00:00,1248.16
2020-10-24,21:00:00,1271.991
2020-10-24,22:00:00,1307.328
2020-10-24,23:00:00,1316.518
2020-10-25,00:00:00,1298.566
2020-10-25,01:00:00,1261.493
2020-10-25,02:00:00,1213.213
2020-10-25,03:00:00,1154.541
2020-10-25,04:00:00,1118.11
2020-10-25,05:00:00,1093.403
2020-10-25,06:00:00,1076.803
2020-10-25,07:00:00,1065.086
2020-10-25,08:00:00,1066.379
2020-10-25,09:00:00,1090.33
2020-10-25,10:00:00,1116.834
2020-10-25,11:00:00,1160.926
2020-10-25,12:00:00,1196.476
2020-10-25,13:00:00,1227.731
2020-10-25,14:00:00,1241.093
2020-10-25,15:00:00,1261.549
2020-10-25,16:00:00,1253.096
2020-10-25,17:00:00,1253.672
2020-10-25,18:00:00,1258
2020-10-25,19:00:00,1245.212
2020-10-25,20:00:00,1277.702
2020-10-25,21:00:00,1303.477
2020-10-25,22:00:00,1355.725
2020-10-25,23:00:00,1342.826
2020-10-26,00:00:00,1315.172
2020-10-26,01:00:00,1276.898
2020-10-26,02:00:00,1229.628
2020-10-26,03:00:00,1174.46
2020-10-26,04:00:00,1119.926
2020-10-26,05:00:00,1094.415
2020-10-26,06:00:00,1081.763
2020-10-26,07:00:00,1083.41
2020-10-26,08:00:00,1098.027
2020-10-26,09:00:00,1147.138
2020-10-26,10:00:00,1249.325
2020-10-26,11:00:00,1364.245
2020-10-26,12:00:00,1386.765
2020-10-26,13:00:00,1408.402
2020-10-26,14:00:00,1425.891
2020-10-26,15:00:00,1428.935
2020-10-26,16:00:00,1451.263
2020-10-26,17:00:00,1423.919
2020-10-26,18:00:00,1422.778
2020-10-26,19:00:00,1387.89
2020-10-26,20:00:00,1396.937
2020-10-26,21:00:00,1408.926
2020-10-26,22:00:00,1439.079
2020-10-26,23:00:00,1405.85
2020-10-27,00:00:00,1384.57
2020-10-27,01:00:00,1325.258
2020-10-27,02:00:00,1253.104
2020-10-27,03:00:00,1163.903
2020-10-27,04:00:00,1096.767
2020-10-27,05:00:00,1091.676
2020-10-27,06:00:00,1070.228
2020-10-27,07:00:00,1075.709
2020-10-27,08:00:00,1095.662
2020-10-27,09:00:00,1152.073
2020-10-27,10:00:00,1246.325
2020-10-27,11:00:00,1335.231
2020-10-27,12:00:00,1367.416
2020-10-27,13:00:00,1419.049
2020-10-27,14:00:00,1411.565
2020-10-27,15:00:00,1412.396
2020-10-27,16:00:00,1424.667
2020-10-27,17:00:00,1407.249
2020-10-27,18:00:00,1432.542
2020-10-27,19:00:00,1421.162
2020-10-27,20:00:00,1409.102
2020-10-27,21:00:00,1426.533
2020-10-27,22:00:00,1442.226
2020-10-27,23:00:00,1425.055
2020-10-28,00:00:00,1399.2
2020-10-28,01:00:00,1331.622
2020-10-28,02:00:00,1260.589
2020-10-28,03:00:00,1203.816
2020-10-28,04:00:00,1187.391
2020-10-28,05:00:00,1151.853
2020-10-28,06:00:00,1146.415
2020-10-28,07:00:00,1142.818
2020-10-28,08:00:00,1144.343
2020-10-28,09:00:00,1205.312
2020-10-28,10:00:00,1296.132
2020-10-28,11:00:00,1383.066
2020-10-28,12:00:00,1427.469
2020-10-28,13:00:00,1458.154
2020-10-28,14:00:00,1492.394
2020-10-28,15:00:00,1493.504
2020-10-28,16:00:00,1485.909
2020-10-28,17:00:00,1474.411
2020-10-28,18:00:00,1466.299
2020-10-28,19:00:00,1435.315
2020-10-28,20:00:00,1432.094
2020-10-28,21:00:00,1431.398
2020-10-28,22:00:00,1466.689
2020-10-28,23:00:00,1455.344
2020-10-29,00:00:00,1423.042
2020-10-29,01:00:00,1361.893
2020-10-29,02:00:00,1314.566
2020-10-29,03:00:00,1240.962
2020-10-29,04:00:00,1179.418
2020-10-29,05:00:00,1145.422
2020-10-29,06:00:00,1131.662
2020-10-29,07:00:00,1124.688
2020-10-29,08:00:00,1142.302
2020-10-29,09:00:00,1217.243
2020-10-29,10:00:00,1298.472
2020-10-29,11:00:00,1369.411
2020-10-29,12:00:00,1439.751
2020-10-29,13:00:00,1476.036
2020-10-29,14:00:00,1479.215
2020-10-29,15:00:00,1512.196
2020-10-29,16:00:00,1503.542
2020-10-29,17:00:00,1497.556
2020-10-29,18:00:00,1493.296
2020-10-29,19:00:00,1481.777
2020-10-29,20:00:00,1487.289
2020-10-29,21:00:00,1466.187
2020-10-29,22:00:00,1482.641
2020-10-29,23:00:00,1468.584
2020-10-30,00:00:00,1439.534
2020-10-30,01:00:00,1380.152
2020-10-30,02:00:00,1300.948
2020-10-30,03:00:00,1242.405
2020-10-30,04:00:00,1163.708
2020-10-30,05:00:00,1143.848
2020-10-30,06:00:00,1124.88
2020-10-30,07:00:00,1121.825
2020-10-30,08:00:00,1131.305
2020-10-30,09:00:00,1184.688
2020-10-30,10:00:00,1276.01
2020-10-30,11:00:00,1373.282
2020-10-30,12:00:00,1392.936
2020-10-30,13:00:00,1421.506
2020-10-30,14:00:00,1450.283
2020-10-30,15:00:00,1463.285
2020-10-30,16:00:00,1474.865
2020-10-30,17:00:00,1456.716
2020-10-30,18:00:00,1443.814
2020-10-30,19:00:00,1414.989
2020-10-30,20:00:00,1415.252
2020-10-30,21:00:00,1427.387
2020-10-30,22:00:00,1454.206
2020-10-30,23:00:00,1446.31
2020-10-31,00:00:00,1409.731
2020-10-31,01:00:00,1369.256
2020-10-31,02:00:00,1328.843
2020-10-31,03:00:00,1286.527
2020-10-31,04:00:00,1241.901
2020-10-31,05:00:00,1205.013
2020-10-31,06:00:00,1184.068
2020-10-31,07:00:00,1175.987
2020-10-31,08:00:00,1187.702
2020-10-31,09:00:00,1210.584
2020-10-31,10:00:00,1220.64
2020-10-31,11:00:00,1282.909
2020-10-31,12:00:00,1330.671
2020-10-31,13:00:00,1349.467
2020-10-31,14:00:00,1343.047
2020-10-31,15:00:00,1317.633
2020-10-31,16:00:00,1316.035
2020-10-31,17:00:00,1289.778
2020-10-31,18:00:00,1281.581
2020-10-31,19:00:00,1268.405
2020-10-31,20:00:00,1274.456
2020-10-31,21:00:00,1280.939
2020-10-31,22:00:00,1322.058
2020-10-31,23:00:00,1332.397
2020-11-01,00:00:00,1316.41
